Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,confidence_score,pred_label
7.74346,4.99986,3.87551,7.31265,-0.416658,-0.131429,7.74524,5.71742,0.646374,-0.877087,0.0503902,0.282044,-3.89342,-1.42233,0.243824,-1.24563,BOMBAY,1,unknown
2.0718,1.82045,0.882399,3.30359,-1.055,-1.04717,2.0729,1.9746,0.673885,-0.562517,-0.441852,1.08005,-2.46859,-0.23779,1.08368,-0.370745,BARBUNYA,1,unknown
1.4084,1.73016,1.12828,1.47836,0.245076,0.476213,1.41768,1.4187,0.857752,-0.89138,-2.11183,-0.354758,-1.39965,-0.894943,-0.389244,0.13727,BARBUNYA,1,unknown
-0.69357,-0.728759,-0.668451,-0.62381,-0.407335,-0.120972,-0.696818,-0.697464,-0.944051,0.539358,0.593434,0.317076,0.551707,0.425916,0.279606,0.368468,DERMASON,1,DERMASON
-0.0165637,0.0590048,-0.0286518,0.157589,-0.159241,0.134944,-0.0108772,0.0617945,-0.304955,-0.508652,-0.161417,0.0283346,-0.274633,-0.188211,-0.0123471,-0.457191,SIRA,1,SIRA
1.61913,2.49565,1.33481,1.57516,0.403353,0.589568,1.65621,1.59954,-0.983782,-2.233,-4.06116,-0.499232,-1.46969,-1.01742,-0.528285,0.199445,BARBUNYA,1,unknown
0.752869,1.19797,0.567295,1.04549,-0.0850724,0.203913,0.801588,0.826775,-1.00105,-3.16219,-2.22712,-0.0770176,-1.02526,-0.555621,-0.117184,-1.5236,BARBUNYA,1,unknown
9.38822,5.89515,4.96202,7.60496,0.186841,0.431911,9.34022,6.60084,0.593534,-0.0107009,-0.274129,-0.325006,-3.97611,-1.73432,-0.3604,-0.813077,BOMBAY,1,unknown
1.52158,1.46785,1.23648,1.54564,0.316611,0.52868,1.50644,1.51635,1.29748,0.31107,-0.691354,-0.427294,-1.44104,-0.959174,-0.459264,-0.083436,CALI,1,CALI
0.549557,0.850393,1.15883,-0.1868,1.73657,1.25641,0.56952,0.632884,0.657839,-1.50026,-1.52561,-1.62917,0.176658,-1.33077,-1.55722,-3.16393,HOROZ,1,HOROZ
-1.35672,-1.46948,-1.25112,-1.71492,-0.331667,-0.0384789,-1.34919,-1.55832,-0.734289,-0.252816,0.55796,0.226953,2.14391,0.965849,0.187754,0.111664,DERMASON,1,DERMASON
2.30014,2.01472,1.85929,2.08967,0.596921,0.71558,2.27624,2.15746,0.247245,0.471047,-0.566607,-0.688999,-1.79062,-1.23713,-0.708338,-0.502494,CALI,1,CALI
0.031062,0.00599097,0.00375503,0.211538,-0.159149,0.135031,0.0250789,0.111807,-0.779417,0.342622,0.391724,0.0381283,-0.339331,-0.20359,-0.00255539,-0.0973315,SIRA,1,SIRA
0.204419,0.153287,-0.0715514,0.759744,-0.645234,-0.410137,0.198339,0.290634,-0.164041,0.269645,0.439787,0.593569,-0.854349,0.105711,0.565526,0.524484,SIRA,1,SIRA
0.373769,0.442462,0.566998,0.12552,0.642615,0.743497,0.364886,0.460742,0.501308,0.385881,-0.317275,-0.705148,-0.271625,-0.801193,-0.723525,0.398041,SIRA,1,SIRA
-0.368402,-0.264425,-0.216968,-0.457646,0.0956557,0.359495,-0.366952,-0.320686,-0.634244,-0.066568,-0.253201,-0.217506,0.370375,-0.183362,-0.255583,-0.0781009,SIRA,1,SIRA
0.294547,0.352538,0.34527,0.289768,0.216934,0.454987,0.29717,0.381706,-0.953757,-0.359935,-0.214558,-0.328071,-0.422239,-0.549879,-0.363375,0.142347,SIRA,1,SIRA
6.31824,3.97976,3.01359,6.69592,-0.771932,-0.585679,6.22999,4.89554,0.916721,1.33874,1.0534,0.745803,-3.75619,-1.11079,0.725601,0.52159,BOMBAY,1,unknown
1.9598,1.71806,1.53797,1.95651,0.353882,0.555198,1.95012,1.88341,-0.119434,-0.0634193,-0.353566,-0.478616,-1.69986,-1.07646,-0.508548,-0.729043,CALI,1,CALI
1.53524,1.65608,1.54539,1.17559,0.944957,0.91274,1.52755,1.52806,0.132486,-0.0619159,-1.42787,-1.00607,-1.12554,-1.24711,-1.00265,-1.57001,CALI,1,CALI
-0.777917,-0.942052,-1.02355,-0.22892,-1.20335,-1.33747,-0.785772,-0.799435,0.924466,1.06916,1.49563,1.31506,0.0837462,1.38834,1.34087,0.750039,SEKER,1,SEKER
0.0872931,0.554459,0.843107,-0.848786,2.04761,1.36212,0.099444,0.170356,-0.415417,-0.99506,-2.14171,-1.76577,0.858536,-1.27882,-1.67458,-0.244078,HOROZ,1,HOROZ
0.854755,0.842252,0.699332,0.975447,0.119622,0.3789,0.844451,0.921974,-1.27097,0.279192,-0.26389,-0.221587,-1.03468,-0.672917,-0.259579,0.637642,BARBUNYA,1,SIRA
1.34737,1.57784,1.0964,1.38876,0.27356,0.497357,1.3623,1.36553,-0.939052,-1.17629,-1.71699,-0.370871,-1.34657,-0.888864,-0.404835,0.536726,BARBUNYA,1,unknown
-0.10091,-0.206541,-0.495899,0.740259,-1.14422,-1.21706,-0.1079,-0.0277623,0.690292,0.487774,0.948131,1.23613,-0.847449,0.778816,1.25399,0.833882,SEKER,1,SEKER
-0.428246,-0.403842,-0.416042,-0.308548,-0.308635,-0.0141795,-0.428987,-0.388216,-0.432765,0.148735,0.230553,0.213213,0.179587,0.165876,0.173808,0.513711,DERMASON,1,DERMASON
1.13959,1.31634,0.582166,1.79968,-0.558177,-0.298657,1.15721,1.18167,-0.180858,-1.32281,-1.34584,0.495866,-1.63523,-0.32791,0.463783,0.662246,BARBUNYA,1,unknown
0.485509,0.704633,0.36489,0.682061,-0.0630261,0.223813,0.500512,0.570666,-0.627293,-1.1921,-1.1205,-0.0374489,-0.795217,-0.439189,-0.0779148,0.746048,BARBUNYA,1,unknown
1.76056,1.87617,1.41097,1.73486,0.372532,0.568265,1.76014,1.71862,-0.035044,-0.454138,-1.59762,-0.472636,-1.57768,-1.03372,-0.502816,0.144795,BARBUNYA,1,CALI
-0.516863,-0.679847,-0.796007,0.125631,-1.13496,-1.19879,-0.528528,-0.489663,0.317701,1.18364,1.48743,1.22465,-0.287539,1.07059,1.24139,0.871938,SEKER,1,SEKER
-0.251407,-0.215859,-0.241441,-0.106026,-0.232937,0.0631635,-0.251079,-0.190831,-0.638032,-0.0205284,0.139197,0.114732,-0.0174686,-0.00901099,0.0743011,-0.121854,SIRA,1,SIRA
-0.139602,-0.110731,0.0233364,-0.262945,0.258657,0.486337,-0.139015,-0.0692768,-1.50128,-0.0840994,0.148426,-0.361755,0.134817,-0.393671,-0.396017,0.354143,SIRA,1,SIRA
0.302692,0.47368,0.689887,-0.154993,1.06748,0.974467,0.305562,0.389876,0.88424,-0.378477,-0.79879,-1.09293,0.0713352,-0.99422,-1.08185,-1.17284,HOROZ,1,HOROZ
-1.16503,-1.29512,-1.23833,-1.09233,-0.874618,-0.740991,-1.16237,-1.29416,-0.204894,0.247086,0.980164,0.877167,1.15284,1.37289,0.865246,0.653703,DERMASON,1,DERMASON
8.60689,5.84483,4.80326,6.93008,0.372022,0.567909,8.5936,6.189,-0.050382,-0.605768,-1.12411,-0.511888,-3.78814,-1.75295,-0.540384,-1.3627,BOMBAY,1,unknown
7.80054,5.07404,4.09327,7.00408,-0.146688,0.146841,7.72884,5.74917,1.37635,0.649941,-0.0873978,-0.000106512,-3.81464,-1.53047,-0.040738,-1.01932,BOMBAY,1,unknown
-0.173301,-0.352509,-0.599692,0.749406,-1.2748,-1.49223,-0.186397,-0.105662,0.649335,1.01581,1.46312,1.41402,-0.851112,0.979939,1.45052,0.702179,SEKER,1,SEKER
1.16889,1.55642,0.557519,1.93438,-0.663434,-0.434346,1.19336,1.20787,0.308981,-1.68506,-2.2117,0.602015,-1.7072,-0.270221,0.574358,0.0677468,BARBUNYA,1,unknown
1.79006,1.79036,1.51551,1.63538,0.556909,0.690583,1.78331,1.74322,-1.04743,-0.163085,-1.17351,-0.638726,-1.50848,-1.12154,-0.660923,0.0935868,BARBUNYA,1,CALI
-0.199643,-0.230558,-0.255918,0.0301949,-0.358547,-0.067309,-0.210088,-0.134254,-0.39718,0.822546,0.52751,0.271671,-0.185184,0.0776011,0.233248,0.665115,SIRA,1,SIRA
-0.866599,-0.965329,-0.94976,-0.656145,-0.789324,-0.611117,-0.868594,-0.908737,0.030836,0.542898,0.979907,0.774246,0.576453,0.963693,0.755718,0.766666,DERMASON,1,DERMASON
-1.24123,-1.27579,-1.18207,-1.45184,-0.470038,-0.192592,-1.22815,-1.39746,0.131073,-1.00931,0.144748,0.392137,1.69135,0.989055,0.356613,0.547391,DERMASON,1,DERMASON
0.900345,1.16718,0.670589,1.12332,-0.0204618,0.261484,0.908488,0.964166,0.304227,-0.794937,-1.56607,-0.0847738,-1.14923,-0.606681,-0.124867,0.585201,BARBUNYA,1,unknown
-1.06111,-0.991836,-0.782577,-1.51998,0.259649,0.487073,-1.05483,-1.15665,0.812452,-0.243055,-0.359465,-0.374266,1.8268,0.151222,-0.408117,-0.0822797,DERMASON,1,DERMASON
10.3597,6.40338,5.45269,7.94273,0.364386,0.562574,10.2605,7.09524,1.05825,0.77275,-0.451771,-0.471867,-4.07111,-1.82578,-0.502079,-0.108678,BOMBAY,1,unknown
-0.554306,-0.601454,-0.662959,-0.210869,-0.723456,-0.516536,-0.55422,-0.533067,0.71502,0.138894,0.692984,0.670251,0.0923466,0.615997,0.645923,-0.0549165,SIRA,1,SIRA
8.92405,5.53707,4.19331,8.27243,-0.562875,-0.304497,8.83283,6.35779,0.344654,0.851499,0.126264,0.474433,-4.14592,-1.43243,0.441567,-0.28219,BOMBAY,1,unknown
-0.346396,-0.394054,-0.423578,-0.0725121,-0.503391,-0.231964,-0.353912,-0.296046,-0.647927,0.68226,0.674687,0.431697,-0.0778653,0.28371,0.397381,0.611806,DERMASON,1,DERMASON
-0.159966,-0.108946,-0.0176522,-0.261707,0.201237,0.443,-0.169678,-0.0912385,-0.254093,0.737052,0.0251358,-0.297691,0.12045,-0.3419,-0.333856,0.723934,SIRA,1,SIRA
-0.650543,-0.620532,-0.701706,-0.433982,-0.607643,-0.361141,-0.647306,-0.646159,-0.79929,-0.108923,0.171456,0.54142,0.331254,0.579586,0.511124,0.245087,DERMASON,1,DERMASON
1.70269,1.82463,0.91607,2.45798,-0.592213,-0.341412,1.72224,1.67011,-0.588374,-1.39119,-1.5728,0.508527,-2.01863,-0.484993,0.476924,-0.277386,BARBUNYA,1,unknown
-0.934195,-0.975677,-0.837906,-1.04783,-0.293088,0.00201588,-0.930823,-0.99357,-0.340217,0.0163486,0.526204,0.185773,1.11166,0.506165,0.146003,0.128552,DERMASON,1,DERMASON
1.43441,1.58772,0.930791,1.8745,-0.233023,0.0630773,1.43524,1.44126,0.00282711,-0.467739,-1.47569,0.107212,-1.65559,-0.646983,0.0667354,-0.397095,BARBUNYA,1,unknown
0.147137,0.110421,-0.0178389,0.543673,-0.431893,-0.148659,0.14192,0.232088,0.788691,0.233635,0.393606,0.32922,-0.645509,-0.0557548,0.292034,-0.170136,SIRA,1,SIRA
0.738089,0.878768,0.643232,0.852835,0.144428,0.398703,0.74859,0.812858,1.00916,-0.920645,-0.903109,-0.277304,-0.89904,-0.669697,-0.314004,-0.546821,BARBUNYA,1,CALI
1.6167,1.59287,1.51793,1.31738,0.800392,0.83501,1.59385,1.59748,0.401348,0.657726,-0.910195,-0.854772,-1.27158,-1.19152,-0.86323,-0.248041,CALI,1,CALI
-0.396518,-0.411403,-0.385432,-0.278121,-0.290959,0.00422142,-0.396453,-0.352317,0.4033,0.0638643,0.474865,0.198086,0.140928,0.135216,0.158472,0.654687,SIRA,1,DERMASON
-0.227036,-0.307028,-0.361501,0.140544,-0.579157,-0.324889,-0.237975,-0.164129,-0.443387,0.882037,0.844132,0.521814,-0.29721,0.281644,0.490727,0.720998,SEKER,1,DERMASON
0.804896,1.01972,1.3208,0.00780517,1.74724,1.26026,0.801523,0.875546,0.75216,-0.11091,-1.28211,-1.55669,-0.14534,-1.35432,-1.49433,0.161534,HOROZ,1,HOROZ
7.51413,4.79586,3.50534,7.575,-0.759239,-0.567327,7.4583,5.58902,0.166751,0.357792,0.330631,0.715006,-3.98224,-1.23407,0.693066,-0.00662389,BOMBAY,1,unknown
-0.808988,-0.799841,-0.65009,-0.980368,-0.0667041,0.220511,-0.806558,-0.837481,0.338147,0.0469552,0.249162,-0.0562333,1.02738,0.210495,-0.0965731,-0.0808581,DERMASON,1,DERMASON
0.136758,0.20684,0.212253,0.115986,0.187879,0.432713,0.13114,0.221424,-1.13919,0.266854,-0.196047,-0.293377,-0.262526,-0.467332,-0.329658,0.408241,SIRA,1,SIRA
8.82151,5.47676,4.17135,8.24962,-0.56868,-0.311741,8.78861,6.30346,0.512113,-0.243919,0.162726,0.451387,-4.12363,-1.43418,0.417721,-1.32528,BOMBAY,1,unknown
2.0293,2.13839,1.70598,1.77419,0.661069,0.754585,2.04023,1.94011,0.227038,-0.993639,-1.80493,-0.713155,-1.61936,-1.2017,-0.731047,0.701781,BARBUNYA,1,unknown
2.23859,1.90755,1.5163,2.46862,-1.69259e-05,0.279237,2.21033,2.10856,1.17194,0.67757,-0.306795,-0.11009,-2.0423,-0.946866,-0.149909,0.406176,BARBUNYA,1,CALI
-0.857074,-1.0108,-1.18148,-0.163016,-1.46158,-1.95367,-0.859363,-0.896891,0.392499,0.566247,1.39378,1.69026,0.0112106,1.84879,1.7608,0.795565,SEKER,1,SEKER
2.07653,1.94996,1.24113,2.61063,-0.356196,-0.0647667,2.07283,1.97843,-0.459686,-0.351978,-0.954366,0.265409,-2.12631,-0.714868,0.226868,0.532829,BARBUNYA,1,unknown
0.113832,0.14951,0.134607,0.194513,0.0231459,0.299088,0.107836,0.197805,0.930098,0.304371,0.00391715,-0.14108,-0.329778,-0.359734,-0.180493,0.112747,SIRA,1,SIRA
2.5608,2.10688,1.90869,2.49113,0.376303,0.570891,2.5462,2.36146,1.00349,0.0195064,-0.201967,-0.498753,-2.02651,-1.19248,-0.527827,-0.716832,CALI,1,CALI
-0.978273,-1.01597,-0.933036,-1.01827,-0.465762,-0.18761,-0.97246,-1.04963,0.763842,-0.227937,0.466223,0.373513,1.0737,0.706673,0.337463,0.0573636,DERMASON,1,DERMASON
1.23326,1.49429,1.08822,1.17372,0.422654,0.602728,1.24759,1.26512,0.99429,-1.1457,-1.75788,-0.510448,-1.18357,-0.93521,-0.539008,0.437616,BARBUNYA,1,unknown
-0.513972,-0.708519,-0.945645,0.449039,-1.52469,-2.13204,-0.523429,-0.486326,0.503773,0.980399,1.71313,1.78595,-0.590715,1.59773,1.86972,0.780384,SEKER,1,SEKER
0.624182,0.863391,1.18615,-0.178588,1.76487,1.2666,0.619677,0.704677,-0.571328,0.00988296,-1.28583,-1.56932,0.0507941,-1.31989,-1.50532,0.136431,HOROZ,1,HOROZ
-0.468252,-0.433932,-0.351282,-0.521277,-0.0391179,0.245092,-0.467655,-0.433796,-0.58958,0.0506552,0.169121,-0.0724846,0.429496,-0.0236955,-0.112692,0.346634,DERMASON,1,DERMASON
8.71259,5.61203,4.57258,7.31047,0.0511053,0.322688,8.62316,6.2455,1.25439,0.852937,-0.365657,-0.161392,-3.92104,-1.64393,-0.200496,0.384413,BOMBAY,1,unknown
0.709842,0.734142,0.195884,1.52389,-0.813761,-0.647442,0.708825,0.786186,0.205021,-0.226885,-0.326281,0.792918,-1.43858,0.0238807,0.775525,0.371281,BARBUNYA,1,SEKER
0.0711989,0.00280212,-0.0750733,0.430134,-0.422253,-0.137736,0.0671675,0.153653,-0.847796,0.180789,0.623852,0.334839,-0.561676,-0.0157756,0.297789,0.41158,SIRA,1,SIRA
2.42443,2.05294,1.61149,2.80627,-0.108548,0.182425,2.49101,2.25534,-1.32142,-3.26264,-0.36671,-0.0868165,-2.15177,-0.970642,-0.12689,-2.75003,CALI,1,unknown
1.95934,2.02933,1.61792,1.78818,0.556662,0.690428,1.96658,1.88303,0.951472,-0.825883,-1.59866,-0.630863,-1.6201,-1.15005,-0.653488,0.388544,BARBUNYA,1,unknown
-0.745531,-0.88237,-1.13498,0.112651,-1.56927,-2.26626,-0.748783,-0.760059,0.211951,0.578226,1.2997,1.85336,-0.269823,1.89609,1.9469,0.725499,SEKER,1,SEKER
-1.12273,-1.2296,-0.985761,-1.40359,-0.194174,0.101336,-1.12571,-1.23773,-1.00656,0.889034,0.846452,0.0960322,1.61041,0.597447,0.0554957,0.680124,DERMASON,1,DERMASON
-0.278078,-0.354204,-0.483522,0.254372,-0.816921,-0.65219,-0.286842,-0.220188,0.467625,0.739839,0.83784,0.780453,-0.37751,0.51728,0.7623,-0.191124,SIRA,1,SIRA
1.43533,1.60403,0.763679,2.1623,-0.579982,-0.325928,1.44099,1.44205,0.523402,-0.710612,-1.53805,0.494447,-1.84187,-0.419092,0.462311,-0.273518,BARBUNYA,1,unknown
-1.60089,-1.69079,-1.43332,-2.2877,-0.0426688,0.241951,-1.5901,-1.91796,-0.0714369,-0.616746,-0.199127,-0.0617376,3.21742,1.0028,-0.102035,0.610419,DERMASON,1,DERMASON
7.87517,5.08984,4.17191,6.92894,-0.0615803,0.225108,7.81515,5.79055,0.713801,0.394942,-0.0258936,-0.0683042,-3.80616,-1.55986,-0.108548,-0.33329,BOMBAY,1,unknown
0.645465,0.872203,1.27973,-0.266937,1.99001,1.34355,0.628263,0.725018,0.356493,0.786456,-1.24102,-1.70903,0.131275,-1.38968,-1.62602,0.579292,HOROZ,1,HOROZ
0.94081,1.18315,0.684267,1.21157,-0.0666104,0.220596,0.973428,1.00141,0.0435851,-2.17215,-1.48716,-0.0537738,-1.1999,-0.60071,-0.0941317,0.0128754,BARBUNYA,1,unknown
1.57183,1.63619,1.27513,1.55783,0.350354,0.552711,1.57603,1.55932,-0.121209,-0.651962,-1.23186,-0.440346,-1.46885,-0.977106,-0.471818,0.600322,BARBUNYA,1,CALI
2.05998,2.10156,1.28062,2.53105,-0.271438,0.0242991,2.08542,1.96502,-1.1447,-1.63046,-1.58375,0.160951,-2.06957,-0.76797,0.120903,0.0698026,BARBUNYA,1,unknown
-0.44053,-0.42007,-0.503613,-0.182248,-0.527967,-0.261563,-0.445384,-0.402174,-1.03559,0.515125,0.255643,0.450086,0.0500106,0.357709,0.416376,0.27162,SIRA,1,DERMASON
1.89332,2.73311,1.83164,1.36256,1.11688,0.998346,1.88808,1.8288,0.220072,-0.252364,-4.06971,-1.0927,-1.32283,-1.35104,-1.08164,0.37466,BARBUNYA,1,unknown
2.2966,2.153,1.12359,3.30224,-0.832653,-0.676003,2.3018,2.15465,-0.624297,-0.759853,-1.11891,0.796304,-2.46921,-0.465822,0.77912,-0.316521,BARBUNYA,1,unknown
-1.04134,-1.16116,-1.05223,-1.01485,-0.651677,-0.418669,-1.04134,-1.1309,1.27893,0.463915,1.02394,0.59537,1.0586,0.967226,0.567409,0.321528,DERMASON,1,DERMASON
-0.920925,-0.97143,-0.87375,-0.957192,-0.428384,-0.144675,-0.917848,-0.97681,-0.644618,0.0406511,0.599713,0.345657,0.971244,0.63151,0.308875,0.553855,DERMASON,1,DERMASON
2.46825,2.19565,2.04726,2.12514,0.766176,0.815781,2.45182,2.28958,0.804675,0.113729,-0.810882,-0.840262,-1.80501,-1.33164,-0.849762,-0.793,CALI,1,CALI
1.48322,1.54061,0.803007,2.15321,-0.534301,-0.269276,1.49243,1.48339,-0.417822,-0.89195,-1.12528,0.469384,-1.86189,-0.447982,0.436339,0.696694,BARBUNYA,1,unknown
0.59692,0.981959,0.626358,0.560661,0.350662,0.552929,0.607154,0.678536,-0.317721,-0.895913,-1.91327,-0.466692,-0.653651,-0.735517,-0.497116,-0.388826,BARBUNYA,1,SIRA
2.51022,2.57536,1.60297,2.85851,-0.14699,0.146556,2.53807,2.32225,-1.35234,-1.68641,-2.07607,0.0256696,-2.24661,-0.930088,-0.0150102,-0.0923273,BARBUNYA,1,unknown
-0.439282,-0.519796,-0.866902,0.510135,-1.46194,-1.95466,-0.442544,-0.400755,0.136521,0.37477,0.907072,1.69267,-0.648157,1.44099,1.76353,0.855512,SEKER,1,SEKER
3.27479,3.48475,2.2509,3.19086,0.269438,0.494318,3.32058,2.89705,-0.679344,-2.25023,-3.16576,-0.393266,-2.41046,-1.25202,-0.42647,-0.453151,BARBUNYA,1,unknown
7.44108,4.97425,3.74584,7.01317,-0.387922,-0.0994095,7.40976,5.54783,0.620108,-0.159952,-0.320317,0.296835,-3.84235,-1.39397,0.25892,0.411416,BOMBAY,1,unknown
0.0750089,0.107965,0.182633,0.00458261,0.242291,0.474128,0.0632298,0.157611,0.569535,0.74548,0.0381037,-0.337585,-0.159835,-0.470416,-0.372604,0.685363,SIRA,1,SIRA
-0.759261,-0.657394,-0.402442,-1.1783,0.512985,0.662529,-0.761178,-0.776717,-2.27378,0.455016,-0.33166,-0.648999,1.3741,-0.265711,-0.670628,-1.78127,HOROZ,1,unknown
1.00072,1.38853,0.855786,1.11846,0.196544,0.439395,1.05567,1.0562,-0.590723,-3.37728,-2.11858,-0.348967,-1.08746,-0.787405,-0.383635,-1.36426,BARBUNYA,1,unknown
-0.743561,-0.727286,-0.66897,-0.780511,-0.27483,0.0208285,-0.740456,-0.757672,-0.0202596,-0.0538455,0.230929,0.18275,0.733456,0.353556,0.142943,0.725654,DERMASON,1,DERMASON
10.9729,6.57546,5.08266,9.26061,-0.363237,-0.0723921,10.9074,7.39811,-0.377324,0.144568,-0.200257,0.25674,-4.36389,-1.6251,0.218039,-0.0533082,BOMBAY,1,unknown
1.09558,1.11378,0.699093,1.52961,-0.263344,0.0325497,1.09091,1.14213,-0.0569859,-0.112835,-0.615549,0.147743,-1.42942,-0.52774,0.107568,-0.0951658,BARBUNYA,1,CALI
-1.2095,-1.28638,-1.06349,-1.5527,-0.175558,0.119338,-1.20692,-1.35418,0.954663,0.289794,0.51029,0.0757298,1.84852,0.664607,0.0351107,0.650016,DERMASON,1,DERMASON
1.32267,2.11523,0.979569,1.56633,0.0203584,0.296714,1.36843,1.34391,-0.982012,-2.74819,-3.69338,-0.155933,-1.4427,-0.765861,-0.195123,-0.538089,BARBUNYA,1,unknown
0.0725784,0.091163,0.0807606,0.182178,-0.0366909,0.247235,0.0713634,0.155086,-0.0109125,-0.0251222,0.120131,-0.0824513,-0.316337,-0.303382,-0.122567,0.0698333,SIRA,1,SIRA
2.35927,2.06888,1.7536,2.40408,0.277818,0.500489,2.36106,2.20416,0.51129,-0.622296,-0.615485,-0.430987,-1.95332,-1.12683,-0.462818,-1.57883,CALI,1,CALI
-0.797296,-0.873053,-0.859301,-0.591793,-0.70869,-0.495974,-0.795455,-0.823132,0.888273,0.100542,0.84352,0.661665,0.51678,0.801123,0.636897,0.263473,DERMASON,1,DERMASON
0.0117489,-0.113159,-0.428777,0.931144,-1.17757,-1.28416,0.0119101,0.0915734,-0.365123,-0.105016,1.00251,1.27259,-0.995697,0.738011,1.29406,0.524928,SEKER,1,SEKER
-1.33675,-1.49843,-1.36971,-1.44098,-0.788528,-0.609945,-1.33505,-1.53011,-0.538289,0.518312,0.992126,0.763851,1.6787,1.47293,0.744705,0.442109,DERMASON,1,DERMASON
1.28161,1.44492,0.819686,1.70687,-0.24585,0.0502358,1.29348,1.30783,0.892328,-1.01841,-1.39666,0.142609,-1.5656,-0.584867,0.102388,0.391662,BARBUNYA,1,unknown
1.1049,1.25186,1.06913,0.969124,0.558286,0.691453,1.12029,1.15053,-0.750928,-1.20346,-1.19325,-0.650227,-1.00126,-0.977279,-0.671789,-0.303251,BARBUNYA,1,CALI
0.550871,1.07938,1.32547,-0.296382,2.08638,1.37438,0.648726,0.634155,-0.561839,-6.24569,-2.4907,-1.92673,0.403933,-1.46748,-1.81092,-6.01847,HOROZ,1,unknown
0.281211,0.485647,0.774188,-0.362898,1.39459,1.12287,0.277223,0.36831,-2.1269,0.0938905,-0.954993,-1.30401,0.24836,-1.09975,-1.27175,0.293332,HOROZ,1,HOROZ
7.6758,4.99602,3.77041,7.30201,-0.483014,-0.207801,7.59877,5.67968,-0.297824,0.783848,-0.0378931,0.399723,-3.91734,-1.37231,0.36442,0.297332,BOMBAY,1,unknown
6.60511,4.67216,3.41577,6.54535,-0.430651,-0.147248,6.69393,5.06576,0.123352,-2.85076,-0.703848,0.280871,-3.66988,-1.33192,0.242628,-1.83688,BOMBAY,1,unknown
10.0309,6.11481,4.85694,8.59186,-0.263804,0.0320824,9.97794,6.92996,0.863239,0.0189343,-0.0788411,0.116596,-4.20293,-1.62358,0.0761776,-1.23519,BOMBAY,1,unknown
11.1039,7.14741,6.22339,7.80675,0.92134,0.900416,11.189,7.46191,1.27408,-2.24784,-1.44212,-1.01169,-3.99713,-2.00746,-1.00779,-2.53852,BOMBAY,1,unknown
7.84508,5.0902,4.0694,7.03314,-0.174895,0.119975,7.75712,5.77388,1.0925,0.982269,-0.0705928,0.0589808,-3.84171,-1.51216,0.0183187,0.0656579,BOMBAY,1,unknown
1.18643,1.40141,0.774877,1.57687,-0.210849,0.0850305,1.19917,1.22351,0.392905,-1.0622,-1.53879,0.106915,-1.47762,-0.578694,0.0664365,0.439096,BARBUNYA,1,unknown
-0.829944,-0.913768,-0.884305,-0.65559,-0.694601,-0.476565,-0.831799,-0.863291,-0.577974,0.500201,0.888205,0.652813,0.584086,0.821511,0.627598,0.543028,DERMASON,1,DERMASON
1.90193,2.19416,1.44532,1.95171,0.259779,0.48717,1.90835,1.83589,0.0880285,-0.785348,-2.35444,-0.367553,-1.72127,-1.00988,-0.401627,0.175225,BARBUNYA,1,unknown
1.54444,1.87507,1.03335,1.92155,-0.154244,0.139691,1.55957,1.53593,-0.0950961,-1.18426,-2.23657,0.030889,-1.69229,-0.718356,-0.00979388,-0.175746,BARBUNYA,1,unknown
7.17832,4.88136,4.04367,6.27146,0.134634,0.390919,7.15219,5.39845,1.00592,-0.249378,-0.439403,-0.289731,-3.59695,-1.59112,-0.326109,-1.36042,BOMBAY,1,unknown
0.0388134,0.345904,0.748986,-0.848946,1.90698,1.316,0.0412172,0.11991,-1.14904,-0.27903,-1.3862,-1.66451,0.843603,-1.21446,-1.58773,0.149225,HOROZ,1,HOROZ
1.93326,1.96296,2.20304,1.03896,1.82352,1.28734,1.92849,1.86165,0.702799,-0.280826,-1.42219,-1.66041,-1.005,-1.59595,-1.58419,-2.01924,HOROZ,1,unknown
-0.517257,-0.575832,-0.56497,-0.289876,-0.52915,-0.263002,-0.527108,-0.490118,-0.82237,1.01907,0.768992,0.45019,0.168999,0.408924,0.416483,0.227523,DERMASON,1,DERMASON
1.51495,1.29737,1.25896,1.50663,0.369281,0.565997,1.50877,1.51066,0.250973,-0.132228,0.0477949,-0.481389,-1.40732,-0.985584,-0.511205,-0.300532,CALI,1,CALI
-0.164959,-0.0746572,-0.161121,0.00558355,-0.214048,0.0818824,-0.160899,-0.0966346,-1.01082,-0.3483,-0.199905,0.0788274,-0.113618,-0.080266,0.0382187,-0.700622,SIRA,1,SIRA
0.506267,1.01565,0.779076,0.209614,0.842356,0.858148,0.531885,0.590893,-0.664138,-1.86072,-2.40056,-0.946679,-0.256927,-0.975513,-0.948143,-2.49702,HOROZ,1,unknown
2.56921,2.26054,1.09706,3.86127,-1.11539,-1.16069,2.59158,2.36796,0.234272,-1.46294,-0.787563,1.18954,-2.75145,-0.298241,1.20294,0.586415,BARBUNYA,1,unknown
-0.0837651,-0.0774864,-0.00645718,-0.0823885,0.0633783,0.332925,-0.091504,-0.00945431,1.02339,0.535961,0.26092,-0.168837,-0.0656673,-0.290935,-0.207819,0.556549,SIRA,1,SIRA
